show_id,type,title,director.1,director.2,director.3,Column1,cast.1,cast.2,cast.3,cast.4,cast.5,cast.6,cast.7,cast.8,cast.9,cast.10,cast.11,cast.12,cast.13,cast.14,cast.15,cast.16,cast.17,cast.18,cast.19,cast.20,cast.21,cast.22,cast.23,cast.24,cast.25,cast.26,cast.27,cast.28,cast.29,cast.30,cast.31,cast.32,cast.33,cast.34,cast.35,cast.36,Length,country,date_added,release_year,rating,duration,listed_in.1,listed_in.2,listed_in.3
s6329,Movie,Black Snow,Martin Hodara,,,,Ricardo Darín, Leonardo Sbaraglia, Laia Costa, Federico Luppi, Dolores Fonzi, Andrés Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,"Argentina, Spain",2017-07-01,2017,TV-MA,91 min,Dramas, International Movies, Thrillers
s6527,Movie,Concussion,Stacie Passon,,,,Robin Weigert, Maggie Siff, Johnathan Tchaikovsky, Ben Shenkman, Janel Moloney, Emily Kinney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,United States,2018-08-02,2013,R,96 min,Dramas, Independent Movies, LGBTQ Movies
s6542,Movie,CRD,Kranti Kanade,,,,Mrinmayee Godbole, Vinay Sharma, Saurabh Saraswat, Isha Keskar, Abhay Mahajan, Geetika Tyagi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,India,2019-04-29,2016,TV-MA,110 min,Comedies, Dramas, Independent Movies
s6726,Movie,Eyyvah Eyyvah,Hakan Algül,,,,Demet Akba?, Ata Demirer, Özge Borak, Bican Günalan, Salih Kalyon, Tanju Tuncel, Meray Ülgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,Turkey,2017-03-10,2010,TV-MA,99 min,Comedies, International Movies,
s7155,Movie,Justin Bieber: Never Say Never,Jon M. Chu,,,,Justin Bieber, Ludacris, Usher Raymond, Jaden Smith, Miley Cyrus, Sean Kingston, Boyz II Men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,United States,2018-01-01,2011,G,106 min,Documentaries, Music & Musicals,
s7425,Movie,May We Chat,Philip Yung,,,,Irene Wan, Peter Mak, Rainky Wai, Heidi Lee, Kabby Hui, Paulyn Sun, Dominic Ho, Au Cheuk-Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,Hong Kong,2018-08-26,2014,TV-MA,99 min,Dramas, International Movies,
s7526,Movie,Mune: Guardian of the Moon,Alexandre Heboyan, Benoît Philippon,,,Joshua J. Ballard, Nicole Provost, Trevor Devall, Michael Dobson, Jonathan Love, Davey Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,France,2018-01-26,2014,PG,85 min,Children & Family Movies,,
s7566,Movie,Natsamrat - Asa Nat Hone Nahi,Mahesh Manjrekar,,,,Nana Patekar, Medha Manjrekar, Mrinmayee Deshpande, Sunil Barve, Vikram Gokhale, Neha Pendse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,India,2018-06-01,2016,TV-14,165 min,Dramas, International Movies,
s7743,Movie,Pimpal,Gajendra Ahire,,,,Dilip Prabhavalkar, Priya Bapat, Kishore Kadam, Vrinda Gajendra, Alok Rajwade, Sakhi Gokhale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,India,2018-11-15,2017,TV-PG,92 min,Dramas, Independent Movies, International Movies
s8270,Movie,The Daughter,Simon Stone,,,,Geoffrey Rush, Ewen Leslie, Paul Schneider, Miranda Otto, Anna Torv, Odessa Young, Sam Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,Australia,2017-04-26,2015,TV-MA,95 min,Dramas,,
s8508,Movie,The Signal,William Eubank, Will Eubank,,,Brenton Thwaites, Olivia Cooke, Laurence Fishburne, Beau Knapp, Lin Shaye, Robert Longstreet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,United States,2018-07-13,2014,PG-13,97 min,Sci-Fi & Fantasy, Thrillers,
s8779,Movie,Yes or No 2,Saratswadee Wongsomphet,,,,Supanart Jittaleela, Sushar Manaying, Nisa Boonsantear, Apittha Khlaiudom, Apapattra Meesang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,Thailand,2018-11-08,2012,TV-PG,112 min,International Movies, LGBTQ Movies, Romantic Movies
s247,Movie,Man in Love,Yin Chen-hao,,,,Roy Chiu, Ann Hsu, Tsai Chen-nan, Chung Hsin-ling, Lan Wei-hua, Peace Yang, Huang Lu Tz-yin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,2021-08-20,2021,TV-MA,115 min,Dramas, International Movies, Romantic Movies
s743,Movie,Camellia Sisters,Bao Nhan, Namcito,,,Le Khanh, Kaity Nguyen, Hong Van, Khuong Le, Hoang Dung, Anh Dung, Si Nguyen, Huyng Kien An,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,Vietnam,2021-06-10,2021,TV-MA,117 min,Dramas, International Movies,
s972,Movie,Between Worlds,Maria Pulera,,,,Nicolas Cage, Franka Potente, Penelope Mitchell, Garrett Clayton, Lydia Hearst, Hopper Penn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,Spain,2021-04-27,2018,R,91 min,Thrillers,,
s1178,Movie,Hospital,Brody Chu,,,,Lin Po-Hung, Tai Bo, Jacqueline Zhu, Lei Hong, Hsu Lichi, Yoko Young, Samuel Gu, Eunice Lin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,Taiwan,2021-03-20,2020,TV-MA,90 min,Horror Movies, International Movies,
s1728,Movie,Girl's Revenge,Weica Wang,,,,Wang Yu-ping, Yuri Chen, Shiny Yao, Pii Liu, Mike Lin, Edison Song, Xia Teng-hong, Moon Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,Taiwan,2020-11-06,2020,TV-MA,82 min,Dramas, International Movies,
s1830,Movie,West Beirut,Ziad Doueiri,,,,Rami Doueiri, Mohamad Chamas, Rola Al Amin, Carmen Lebbos, Joseph Bou Nassar, Liliane Nemri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,"France, Norway, Lebanon, Belgium",2020-10-19,1999,TV-MA,106 min,Dramas, International Movies,
s1921,Movie,The Book of Sun,Faris Godus,,,,Baraa Alem, Ismail Alhassan, Ahmed Saddam, Sohayb Godus, Nawaf Alshubaili, Eyad Ayman Kaifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,Saudi Arabia,2020-10-01,2020,TV-14,120 min,Comedies, Independent Movies, International Movies
s2538,Movie,The Delivery Boy,Adekunle Nodash Adejuyigbe,,,,Jamal Ibrahim, Jemima Osunde, Charles Etubiebi, Jude Chukwuka, Chris Iheuwa, Kehinde Fasuyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,Nigeria,2020-05-14,2018,TV-14,67 min,International Movies, Thrillers,
s3385,Movie,Revenge of the Pontianak,Glen Goei, Gavin Yap,,,Nur Fazura, Remy Ishak, Hisyam Hamid, Shenty Feliziana, Nam Ron, Tony Eusoff, Wan Hanafi Su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,"Singapore, Malaysia",2019-10-24,2019,TV-14,92 min,Horror Movies, International Movies,
s3801,Movie,The Perfection,Richard Shepard,,,,Allison Williams, Logan Browning, Steven Weber, Alaina Huffman, Mark Kandborg, Graeme Duffy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,United States,2019-05-24,2019,TV-MA,91 min,Horror Movies, LGBTQ Movies, Music & Musicals
s3905,Movie,The Ruthless,Renato De Maria,,,,Riccardo Scamarcio, Sara Serraiocco, Alessio Praticò, Alessandro Tedeschi, Marie-Ange Casta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,"Italy, France",2019-04-19,2019,TV-MA,111 min,Dramas, International Movies,
s4151,Movie,Maharaja: The Story of Ranjit Singh,Amarjit Virdi,,,,Gurpreet Guggi, Rocky Bhardwaj, Brijesh Ahuja, Gick Grewal, Inderjit Grewal, Lekhraj Thakur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,2019-01-30,2010,TV-14,56 min,Dramas, International Movies,
s4612,Movie,Vettai,N. Linguswamy,,,,Arya, Madhavan, Sameera Reddy, Amala Paul, Nasser, Ashutosh Rana, Sreejith Ravi, Muthukumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,India,2018-10-01,2012,TV-14,156 min,Action & Adventure, International Movies, Music & Musicals
s4615,Movie,What the Jatt!!,Saket Behl,,,,Harish Verma, Isha Rikhi, Vipul Roy, Binnu Dhillon, Poonam Rajput, B.N. Sharma, Satti Sembi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,India,2018-10-01,2015,TV-PG,140 min,Comedies, International Movies, Romantic Movies
s4735,Movie,Tamasha,Imtiaz Ali,,,,Ranbir Kapoor, Deepika Padukone, Piyush Mishra, Javed Sheikh, Nikhil Bhagat, Faraaz Servaia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,India,2018-08-02,2015,TV-14,133 min,Dramas, International Movies, Romantic Movies
s6389,Movie,Bullitt County,David McCracken,,,,Mike C. Nelson, Jenni Melear, David McCracken, Napoleon Ryan, Dorothy Lyman, Richard Riehle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,United States,2019-06-01,2018,TV-MA,98 min,Independent Movies, Thrillers,
s6524,Movie,Compulsion,Craig Goodwill,,,,Analeigh Tipton, Jakob Cedergren, Marta Gastini, Jan Bijvoet, Anita Kravos, Valentin Merlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,"United Kingdom, Canada, Italy",2018-10-04,2016,TV-MA,84 min,Dramas, Thrillers,
s7375,Movie,Madre,Aaron Burns,,,,Daniela Ramírez, Cristobal Tapia Montt, Aida, Matías Bassi, Nicolás Durán, Ignacia Allamand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,Chile,2017-08-26,2016,TV-MA,95 min,International Movies, Thrillers,
s7406,Movie,Mark Gatiss: A Study in Sherlock,Nathan Landeg,,,,Benedict Cumberbatch, Martin Freeman, Una Stubbs, Rupert Graves, Mark Gatiss, Steven Moffat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,2016-05-01,2016,TV-14,29 min,Movies,,
s7652,Movie,On the Wrong Track,Clarence Yiu-leung Fok,,,,Andy Lau, Yim Chau-wah, Wai Yee Chan, Prudence Liew, Poon Wang Ban, Hua Yueh, Wong Kung-miu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,Hong Kong,2018-08-02,1983,TV-14,89 min,Action & Adventure, International Movies,
s8143,Movie,Sword Masters: Two Champions of Shaolin,Cheh Chang,,,,Meng Lo, Sheng Chiang, Li Wang, Siu-Ho Chin, Feng Lu, Chien Sun, Hsueh-erh Wen, Tai-Ping Yu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,Hong Kong,2018-08-16,1980,R,101 min,Action & Adventure, International Movies,
s8293,Movie,The Eyes of My Mother,Nicolas Pesce,,,,Kika Magalhães, Olivia Bond, Will Brill, Flora Diaz, Paul Nazak, Clara Wong, Diana Agostini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,United States,2017-04-06,2016,R,76 min,Horror Movies, Independent Movies,
s1035,Movie,Synchronic,Justin Benson, Aaron Moorhead,,,Anthony Mackie, Jamie Dornan, Katie Aselton, Ally Ioannides, Ramiz Monsef, Bill Oberst Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,United States,2021-04-16,2020,R,102 min,Thrillers,,
s2343,Movie,Bulbbul,Anvita Dutt,,,,Tripti Dimri, Avinash Tiwary, Rahul Bose, Parambrata Chatterjee, Paoli Dam, Veera Kapur Ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,India,2020-06-24,2020,TV-MA,94 min,Horror Movies, International Movies,
s2539,Movie,Wedy Atkalam,Sadeq Behbehani,,,,Abdulmohsen Al-Qaffas, Jamal Alradhan, Jassim Al Nabhan, Layla Abdullah, Khaled Al-Buraiki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,Kuwait,2020-05-14,2018,TV-PG,72 min,Comedies, Dramas, International Movies
s2957,Movie,Chronically Metropolitan,Xavier Manrique,,,,Shiloh Fernandez, Ashley Benson, Josh Peck, Addison Timlin, Chris Noth, Mary-Louise Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,United States,2020-02-01,2016,TV-MA,86 min,Comedies, Dramas, Independent Movies
s3303,Movie,Shadow,Zhang Yimou,,,,Deng Chao, Sun Li, Ryan Cheng, Wang Qianyuan, Hu Jun, Wang Jingchun, Guan Xiaotong, Leo Wu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,"China, Hong Kong",2019-11-06,2018,TV-14,116 min,Action & Adventure, Dramas, International Movies
s4086,Movie,Firebrand,Aruna Raje,,,,Usha Jadhav, Girish Kulkarni, Sachin Khedekar, Rajeshwari Sachdev, Rushad Rana, Mrunal Oak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,India,2019-02-22,2019,TV-MA,117 min,Dramas, International Movies,
s4397,Movie,The Giant,Aitor Arregi, Jon Garaño,,,Joseba Usabiaga, Eneko Sagardoy, Iñigo Aranburu, Ramón Aguirre, Aia Kruse, Iñigo Azpitarte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,Spain,2018-11-15,2017,TV-14,115 min,Dramas, International Movies,
s4440,Movie,Grandmaster,B. Unnikrishnan,,,,Mithra Kurian, Anoop Menon, Mohanlal, Narein, Priyamani, Roma, Siddique, Jagathy Sreekumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,India,2018-11-01,2012,TV-14,133 min,International Movies, Thrillers,
s4737,Movie,Thank You,Anees Bazmee,,,,Akshay Kumar, Bobby Deol, Sonam Kapoor, Irrfan Khan, Sunil Shetty, Rimi Sen, Celina Jaitly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,India,2018-08-02,2011,TV-14,131 min,Comedies, International Movies, Romantic Movies
s4955,Movie,Om Shanti Om,Farah Khan,,,,Shah Rukh Khan, Deepika Padukone, Shreyas Talpade, Arjun Rampal, Kirron Kher, Javed Sheikh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,India,2018-04-01,2007,TV-14,169 min,Comedies, Dramas, International Movies
s6699,Movie,Enemy,Denis Villeneuve,,,,Jake Gyllenhaal, Mélanie Laurent, Sarah Gadon, Isabella Rossellini, Joshua Peace, Tim Post,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,"Canada, Spain, France",2018-07-15,2013,R,91 min,Independent Movies, Thrillers,
s6832,Movie,Gelo,Manbhavan Singh,,,,Jaspinder Cheema, Pavan Malhotra, Gurjit Singh, Dilawar Sidhu, Aditya Sharma, Raj Dhaliwal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,India,2017-12-15,2016,TV-MA,118 min,Dramas, International Movies,
s6989,Movie,Hombanna,Rakshith Thirthahalli,,,,Subbu Talabi, Dhanu Gowda, H.G. Dattatreya, Suchendra Prasad, Ambujakshi, Neenasam Ashwath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,India,2018-05-01,2017,TV-14,126 min,Dramas, International Movies,
s7104,Movie,It Takes Two,Andy Tennant,,,,Kirstie Alley, Steve Guttenberg, Mary-Kate Olsen, Ashley Olsen, Philip Bosco, Jane Sibbett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,United States,2019-11-20,1995,PG,101 min,Children & Family Movies, Comedies,
s7421,Movie,Master,Ui-seok Jo,,,,Byung-hun Lee, Dong-won Gang, Woo-bin Kim, Ji-won Uhm, Dal-su Oh, Kyung Jin, Gang Dong-won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,South Korea,2018-02-01,2016,NR,143 min,Action & Adventure, International Movies,
s7489,Movie,Monster Family,Holger Tappe,,,,Celia Imrie, Emily Watson, Catherine Tate, Jason Isaacs, Nick Frost, Jessica Brown Findlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,"Germany, United Kingdom",2018-04-04,2017,PG,93 min,Children & Family Movies,,
s7551,Movie,My Wife and My Wifey,Moataz El Tony,,,,Ramez Galal, Shery Adel, Hassan Hosny, Samy Maghawry, Youssef Eid, Raja Al-Jeddawi, Edward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,2019-04-18,2014,TV-14,99 min,Comedies, International Movies,
s8006,Movie,Shopkins: Chef Club,Raymond McGrath,,,,Erika Harlacher, Marieve Herington, David Lodge, Cassandra Morris, Kate Murphy, Abby Trott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,United States,2018-11-15,2016,TV-Y,45 min,Movies,,
s8178,Movie,The 4th Company,Mitzi Vanessa Arreola, Amir Galvan Cervera,,,Adrian Ladron, Andoni Gracia, Hernán Mendoza, Gabino Rodríguez, Darío T. Pie, Manuel Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,"Mexico, Spain",2018-04-06,2016,TV-MA,117 min,Action & Adventure, Dramas, International Movies
s8240,Movie,The Case for Christ,Jon Gunn,,,,Mike Vogel, Erika Christensen, Faye Dunaway, Robert Forster, Frankie Faison, Mike Pniewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,United States,2017-11-21,2017,TV-PG,113 min,Dramas, Faith & Spirituality,
s825,Movie,Welcome Home,George Ratliff,,,,Aaron Paul, Emily Ratajkowski, Riccardo Scamarcio, Katy Louise Saunders, Alice Bellagamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,United States,2021-06-02,2018,R,97 min,Thrillers,,
s1499,Movie,The History of Future Folk,John Mitchell, Jeremy Kipp Walker,,,Nils d'Aulaire, Jay Klaitz, Julie Ann Emery, April L. Hernandez, Onata Aprile, Dee Snider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,United States,2020-12-23,2012,TV-14,85 min,Action & Adventure, Comedies, Independent Movies
s1870,Movie,Ginny Weds Sunny,Puneet Khanna,,,,Yami Gautam, Vikrant Massey, Suhail Nayyar, Ayesha Raza Mishra, Isha Talwar, Rajeev Gupta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,India,2020-10-09,2020,TV-MA,126 min,Comedies, International Movies, Romantic Movies
s2147,Movie,The Lost Husband,Vicky Wight,,,,Leslie Bibb, Josh Duhamel, Nora Dunn, Sharon Lawrence, Callie Hope Haverda, Roxton Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,United States,2020-08-10,2020,PG-13,110 min,Dramas, Romantic Movies,
s2522,Movie,"I love you, stupid",Laura Mañá,,,,Quim Gutiérrez, Natalia Tena, Alfonso Bassave, Alba Ribas, Patricia Vico, Ernesto Alterio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,Spain,2020-05-15,2019,TV-MA,88 min,Comedies, International Movies, Romantic Movies
s2598,Movie,Dangerous Lies,Michael M. Scott,,,,Camila Mendes, Jessie T. Usher, Jamie Chung, Cam Gigandet, Sasha Alexander, Elliott Gould,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,United States,2020-04-30,2020,TV-14,97 min,Thrillers,,
s2636,Movie,The Dealer,Ahmed Saleh,,,,Ahmed El Sakka, Khaled El Nabawy, Mai Selim, Nedal El Shafey, Boris Abramov, Selami ?ahin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,Egypt,2020-04-25,2010,TV-14,124 min,Action & Adventure, International Movies,
s2643,Movie,Kolaiyuthir Kaalam,Chakri Toleti,,,,Nayanthara, Bhoomika Chawla, Prem Kathir, Rohini Hattangadi, Pratap Pothen, Julian Freund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,India,2020-04-24,2019,TV-14,107 min,International Movies, Thrillers,
s2691,Movie,Code 8,Jeff Chan,,,,Robbie Amell, Stephen Amell, Sung Kang, Kari Matchett, Greg Bryk, Aaron Abrams, Kyla Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,Canada,2020-04-11,2019,TV-MA,98 min,Action & Adventure, Independent Movies, International Movies
s3380,Movie,Rattlesnake,Zak Hilditch,,,,Carmen Ejogo, Theo Rossi, Emma Greenwell, Apollonia Pratt, Debrianna Mansini, Bruce Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,United States,2019-10-25,2019,TV-MA,86 min,Horror Movies, Independent Movies, Thrillers
s4533,Movie,Malevolent,Olaf de Fleur,,,,Florence Pugh, Ben Lloyd-Hughes, Celia Imrie, James Cosmo, Scott Chambers, Georgina Bevan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,United Kingdom,2018-10-05,2018,TV-MA,89 min,Horror Movies, Thrillers,
s4707,Movie,The Package,Jake Szymanski,,,,Daniel Doheny, Geraldine Viswanathan, Luke Spencer Roberts, Eduardo Franco, Sadie Calvano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,United States,2018-08-10,2018,TV-MA,95 min,Comedies,,
s4803,Movie,Zoo,Shlok Sharma,,,,Shashank Arora, Shweta Tripathi, Rahul Kumar, Gopal K. Singh, Yogesh Kurme, Prince Daniel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,India,2018-07-01,2018,TV-MA,94 min,Dramas, Independent Movies, International Movies
s5124,Movie,Pottersville,Seth Henrikson,,,,Michael Shannon, Judy Greer, Thomas Lennon, Ron Perlman, Christina Hendricks, Ian McShane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,United States,2017-12-15,2017,PG-13,86 min,Comedies, Independent Movies,
s7120,Movie,Janaan,Azfar Jafri,,,,Armeena Rana Khan, Bilal Ashraf, Ali Rehman Khan, Hania Aamir, Usman Mukhtar, Nayyar Ejaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,Pakistan,2017-09-15,2016,TV-14,132 min,Comedies, Dramas, International Movies
s7208,Movie,King Jack,Felix Thompson,,,,Charlie Plummer, Cory Nichols, Christian Madsen, Danny Flaherty, Erin Davie, Chloe Levine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,United States,2016-07-01,2015,NR,81 min,Dramas, Independent Movies,
s8231,Movie,The Bulbul's Nest,Husam El-Gohari,,,,Kareem Mahmoud Abdel Aziz, Mai Selim, Sad Al-Saghir, Mahmood El-Laithi, Maher Essam, Dina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,2019-05-09,2013,TV-MA,96 min,Comedies, International Movies,
s8290,Movie,The Endless,Justin Benson, Aaron Moorhead,,,Aaron Moorhead, Justin Benson, Callie Hernandez, Lew Temple, James Jordan, Tate Ellington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,United States,2018-09-19,2017,TV-MA,112 min,Independent Movies, Sci-Fi & Fantasy, Thrillers
s8780,Movie,Yes or No 2.5,Kirati Nakintanon,,,,Supanart Jittaleela, Pimpakan Bangchawong, Chansakorn Kittiwattanakorn, Sunanta Yoonniyom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,Thailand,2018-11-08,2015,TV-PG,107 min,International Movies, LGBTQ Movies, Romantic Movies
s119,Movie,Gurgaon,Shanker Raman,,,,Akshay Oberoi, Pankaj Tripathi, Ragini Khanna, Aamir Bashir, Shalini Vatsa, Ashish Verma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,India,2021-09-02,2017,TV-14,106 min,Dramas, International Movies, Thrillers
s211,Movie,Ragini MMS,Pawan Kripalani,,,,Kainaz Motivala, Rajkummar Rao, Rajat Kaul, Janice, Shernaza, Mangala Ahire, Vinod Rawat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,India,2021-08-27,2011,TV-MA,93 min,Horror Movies, International Movies,
s237,Movie,Boomika,Rathindran R Prasad,,,,Aishwarya Rajesh, Vidhu, Surya Ganapathy, Madhuri, Pavel Navageethan, Avantika Vandanapu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,2021-08-23,2021,TV-14,122 min,Horror Movies, International Movies, Thrillers
s238,Movie,Boomika (Hindi),Rathindran R Prasad,,,,Aishwarya Rajesh, Vidhu, Surya Ganapathy, Madhuri, Pavel Navageethan, Avantika Vandanapu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,2021-08-23,2021,TV-14,122 min,Horror Movies, International Movies, Thrillers
s239,Movie,Boomika (Malayalam),Rathindran R Prasad,,,,Aishwarya Rajesh, Vidhu, Surya Ganapathy, Madhuri, Pavel Navageethan, Avantika Vandanapu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,2021-08-23,2021,TV-14,122 min,Horror Movies, International Movies, Thrillers
s240,Movie,Boomika (Telugu),Rathindran R Prasad,,,,Aishwarya Rajesh, Vidhu, Surya Ganapathy, Madhuri, Pavel Navageethan, Avantika Vandanapu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,2021-08-23,2021,TV-14,122 min,Horror Movies, International Movies, Thrillers
s388,Movie,Mimi,Laxman Utekar,,,,Kriti Sanon, Pankaj Tripathi, Sai Tamhankar, Manoj Pahwa, Supriya Pathak, Evelyn Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,2021-07-27,2021,TV-14,132 min,Comedies, Dramas, International Movies
s895,Movie,Dance of the Forty One,David Pablos,,,,Alfonso Herrera, Emiliano Zurita, Mabel Cadena, Fernando Becerril, Paulina Álvarez Muñoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,"Mexico, Brazil",2021-05-12,2021,TV-MA,99 min,Dramas, Independent Movies, International Movies
s930,Movie,Dead Again in Tombstone,Roel Reiné,,,,Danny Trejo, Jake Busey, Elysia Rotaru, Dean McDermott, Elizabeth Lavender, Peter Skagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,2021-05-01,2017,R,99 min,Action & Adventure, Horror Movies,
s1851,Movie,Love Like the Falling Rain,Lasja Fauzia Susatyo,,,,Jefri Nichol, Aurora Ribero, Axel Matthew, Nadya Arina, Karina Suwandhi, Rebecca Klopper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,Indonesia,2020-10-15,2020,TV-14,87 min,Dramas, International Movies, Romantic Movies
s2142,Movie,Gunjan Saxena: The Kargil Girl,Sharan Sharma,,,,Janhvi Kapoor, Pankaj Tripathi, Angad Bedi, Viineet Kumar, Manav Vij, Ayesha Raza Mishra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,India,2020-08-12,2020,TV-14,113 min,Action & Adventure, Dramas, International Movies
s2611,Movie,R.K.Nagar,Saravana Rajan,,,,Vaibhav Reddy, Sana Althaf, Sampath Raj, Inigo Prabhakaran, Anjana Keerthi, Subbu Panchu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,India,2020-04-29,2019,TV-14,132 min,Action & Adventure, Comedies, Dramas
s2734,Movie,Kapoor & Sons,Shakun Batra,,,,Rishi Kapoor, Sidharth Malhotra, Fawad Khan, Alia Bhatt, Ratna Pathak Shah, Rajat Kapoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,India,2020-04-01,2016,TV-14,138 min,Comedies, Dramas, International Movies
s3211,Movie,I Lost My Body,Jérémy Clapin,,,,Hakim Faris, Victoire Du Bois, Patrick d'Assumçao, Dev Patel, Alia Shawkat, George Wendt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,France,2019-11-29,2019,TV-MA,81 min,Dramas, Independent Movies, International Movies
s3584,Movie,Sextuplets,Michael Tiddes,,,,Marlon Wayans, Bresha Webb, Michael Ian Black, Glynn Turman, Molly Shannon, Debbi Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,United States,2019-08-16,2019,TV-14,100 min,Comedies,,
